ts,cycle,mode,entry_side,entry_price,exit_price,qty,bps,pnl_usdt,reason,msg
2026-02-28T12:51:56Z,1,ORDER,BUY,63877.80000000,63868.50000000,0.03900000,-1.45590487,-0.36270000,hold_cycle,ok
2026-02-28T12:52:26Z,2,ORDER,SELL,63865.50000000,63860.60000000,0.03900000,0.76723740,0.19110000,hold_cycle,ok
2026-02-28T12:52:53Z,3,ORDER,BUY,63859.20000000,63856.20000000,0.03900000,-0.46978352,-0.11700000,hold_cycle,ok
2026-02-28T12:53:18Z,4,ORDER,SELL,63856.20000000,63853.10000000,0.03900000,0.48546578,0.12090000,hold_cycle,ok
2026-02-28T12:53:45Z,5,ORDER,BUY,63879.60000000,63820.40000000,0.03900000,-9.26743436,-2.30880000,hold_cycle,ok
2026-02-28T12:54:17Z,6,ORDER,SELL,63809.60000000,63810.20000000,0.03900000,-0.09402974,-0.02340000,hold_cycle,ok
2026-02-28T12:54:45Z,7,ORDER,BUY,63810.20000000,63815.80000000,0.03900000,0.87760264,0.21840000,hold_cycle,ok
2026-02-28T12:55:11Z,8,ORDER,SELL,63816.40000000,63851.20000000,0.03900000,-5.45314371,-1.35720000,hold_cycle,ok
2026-02-28T12:55:37Z,9,ORDER,BUY,63851.20000000,63860.50000000,0.03900000,1.45651139,0.36270000,hold_cycle,ok
2026-02-28T12:56:02Z,10,ORDER,SELL,63860.50000000,63863.00000000,0.03900000,-0.39147830,-0.09750000,hold_cycle,ok
2026-02-28T12:56:29Z,11,ORDER,BUY,63863.00000000,63867.70000000,0.03900000,0.73595039,0.18330000,hold_cycle,ok
2026-02-28T12:56:55Z,12,ORDER,SELL,63867.70000000,63868.90000000,0.03900000,-0.18788840,-0.04680000,hold_cycle,ok
